Round,Turn,Entity,Casey cash,Linda cash,Ty cash,John cash,Jeff cash,Casey net,Linda net,Ty net,John net,Jeff net,Baltimore & Ohio cash,Boston & Maine cash,Chesapeake & Ohio cash,Illinois Central cash,Erie cash,New York Central cash,Nickel Plate cash,New York New Haven & Hartford cash,Pennsylvania cash,Wabash cash,Baltimore & Ohio np,Boston & Maine np,Chesapeake & Ohio np,Illinois Central np,Erie np,New York Central np,Nickel Plate np,New York New Haven & Hartford np,Pennsylvania np,Wabash np,Baltimore & Ohio val,Boston & Maine val,Chesapeake & Ohio val,Illinois Central val,Erie val,New York Central val,Nickel Plate val,New York New Haven & Hartford val,Pennsylvania val,Wabash val,Baltimore & Ohio pps,Boston & Maine pps,Chesapeake & Ohio pps,Illinois Central pps,Erie pps,New York Central pps,Nickel Plate pps,New York New Haven & Hartford pps,Pennsylvania pps,Wabash pps,Baltimore & Ohio sh,Boston & Maine sh,Chesapeake & Ohio sh,Illinois Central sh,Erie sh,New York Central sh,Nickel Plate sh,New York New Haven & Hartford sh,Pennsylvania sh,Wabash sh,Baltimore & Ohio or,Boston & Maine or,Chesapeake & Ohio or,Illinois Central or,Erie or,New York Central or,Nickel Plate or,New York New Haven & Hartford or,Pennsylvania or,Wabash or,Train 
3,6,Wabash,735,997,771,781,877,2710,3419,1876,1886,3237,190,330,120,223,129,160,222,0,0,233,170,150,340,130,320,310,220,0,350,250,133,74,121,91,110,121,110,34,146,110,17,0,45,0,42,42,32,0,48,35,0,5,0,3,1,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,24
3,7,Illinois Central,845,1041,771,781,877,2865,3481,1876,1886,3237,190,330,120,239,129,160,222,0,0,233,170,150,340,220,320,310,220,0,350,250,133,74,121,100,110,121,110,34,146,110,17,0,45,31,42,42,32,0,48,35,0,5,0,3,1,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,24
3,8,Boston & Maine,917,1041,771,781,895,2969,3481,1876,1886,3263,190,195,120,239,129,160,222,0,0,233,170,180,340,220,320,310,220,0,350,250,133,82,121,100,110,121,110,34,146,110,17,26,45,31,42,42,32,0,48,35,0,5,0,3,1,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,25
1,0,Ty,917,1041,771,781,895,2969,3481,1876,1886,3263,190,195,120,239,129,160,222,0,0,233,170,180,340,220,320,310,220,0,350,250,133,82,121,100,110,121,110,34,146,110,0,0,0,0,0,0,0,0,0,0,0,5,0,3,1,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,25
1,1,John,917,1041,771,781,895,2969,3481,1876,1886,3263,190,195,120,239,129,160,222,0,0,233,170,180,340,220,320,310,220,0,350,250,133,82,121,100,110,121,110,34,146,110,0,0,0,0,0,0,0,0,0,0,0,5,0,3,1,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,25
1,2,Jeff,917,1041,771,781,75,2969,3481,1876,1886,3263,190,195,120,239,129,160,222,820,0,233,170,180,340,220,320,310,220,0,350,250,133,82,121,100,110,121,110,82,146,110,0,0,0,0,0,0,0,0,0,0,0,5,0,3,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,25
1,3,Casey,617,1041,771,781,75,2969,3481,1876,1886,3263,190,195,120,539,129,160,222,820,0,233,170,180,340,220,320,310,220,0,350,250,133,82,121,100,110,121,110,82,146,110,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,25
1,4,Linda,617,631,771,781,75,2969,3481,1876,1886,3263,190,605,120,539,129,160,222,820,0,233,170,180,340,220,320,310,220,0,350,250,133,82,121,100,110,121,110,82,146,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,25
1,0,Ty,617,631,771,781,75,2969,3481,1876,1886,3263,190,605,120,539,129,160,222,820,0,233,170,180,340,220,320,310,220,0,350,250,133,82,121,100,110,121,110,82,146,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,25
1,1,John,617,631,771,781,75,2969,3481,1876,1886,3263,190,605,120,539,129,160,222,820,0,233,170,180,340,220,320,310,220,0,350,250,133,82,121,100,110,121,110,82,146,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,25
1,2,Jeff,617,631,771,781,75,2969,3481,1876,1886,3263,190,605,120,539,129,160,222,820,0,233,170,180,340,220,320,310,220,0,350,250,133,82,121,100,110,121,110,82,146,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,25
1,3,Casey,177,631,771,781,75,2969,3481,1876,1886,3263,190,605,120,539,129,160,222,820,0,673,170,180,340,220,320,310,220,0,350,250,133,82,121,100,110,121,110,82,146,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
1,4,Linda,177,631,771,781,75,2969,3481,1876,1886,3263,190,605,120,539,129,160,222,820,0,673,170,180,340,220,320,310,220,0,350,250,133,82,121,100,110,121,110,82,146,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
1,0,Ty,177,631,771,781,75,2969,3481,1876,1886,3263,190,605,120,539,129,160,222,820,0,673,170,180,340,220,320,310,220,0,350,250,133,82,121,100,110,121,110,82,146,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
1,1,John,177,631,771,781,75,2969,3481,1876,1886,3263,190,605,120,539,129,160,222,820,0,673,170,180,340,220,320,310,220,0,350,250,133,82,121,100,110,121,110,82,146,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
1,2,Jeff,177,631,771,781,75,2969,3481,1876,1886,3263,190,605,120,539,129,160,222,820,0,673,170,180,340,220,320,310,220,0,350,250,133,82,121,100,110,121,110,82,146,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
1,3,Casey,177,631,771,781,75,2969,3481,1876,1886,3263,190,605,120,539,129,160,222,820,0,673,170,180,340,220,320,310,220,0,350,250,133,82,121,100,110,121,110,82,146,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
1,4,Linda,177,631,771,781,75,2969,3481,1876,1886,3263,190,605,120,539,129,160,222,820,0,673,170,180,340,220,320,310,220,0,350,250,133,82,121,100,110,121,110,82,146,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
2,0,Pennsylvania,213,847,771,781,183,3019,3781,1876,1886,3413,190,605,120,539,129,160,222,820,0,673,170,180,340,220,320,310,220,0,360,250,133,82,121,100,110,121,110,82,160,110,0,0,0,0,0,0,0,0,50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
2,1,Baltimore & Ohio,213,847,871,881,183,3019,3781,2041,2051,3413,190,605,120,539,129,160,222,820,0,673,200,180,340,220,320,310,220,0,360,250,146,82,121,100,110,121,110,82,160,110,33,0,0,0,0,0,0,0,50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
2,2,Chesapeake & Ohio,213,917,871,881,463,3019,3875,2041,2051,3789,190,605,40,539,129,160,222,820,0,673,200,180,350,220,320,310,220,0,360,250,146,82,133,100,110,121,110,82,160,110,33,0,47,0,0,0,0,0,50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
2,3,New York Central,469,981,871,881,463,3371,3963,2041,2051,3789,190,605,40,539,129,160,222,820,0,673,200,180,350,220,320,320,220,0,360,250,146,82,133,100,110,133,110,82,160,110,33,0,47,0,0,44,0,0,50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
2,4,Erie,501,981,999,1009,463,3403,3963,2169,2179,3789,190,605,40,539,161,160,222,820,0,673,200,180,350,220,320,320,220,0,360,250,146,82,133,100,110,133,110,82,160,110,33,0,47,0,32,44,0,0,50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
2,5,Nickel Plate,501,1165,999,1009,509,3403,4235,2169,2179,3857,190,605,40,539,161,160,222,820,0,673,200,180,350,220,320,320,230,0,360,250,146,82,133,100,110,133,121,82,160,110,33,0,47,0,32,44,34,0,50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
2,6,Wabash,601,1165,999,1009,659,3503,4235,2169,2179,4007,190,605,40,539,161,160,222,820,0,673,200,180,350,220,320,320,230,0,360,250,146,82,133,100,110,133,121,82,160,110,33,0,47,0,32,44,34,0,50,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
2,7,Illinois Central,809,1217,999,1009,659,3791,4307,2169,2179,4007,190,605,40,339,161,160,222,820,0,673,200,180,350,260,320,320,230,0,360,250,146,82,133,110,110,133,121,82,160,110,33,0,47,36,32,44,34,0,50,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
2,8,Boston & Maine,889,1317,999,1009,679,3907,4452,2169,2179,4036,190,205,40,339,161,160,222,820,0,673,200,200,350,260,320,320,230,0,360,250,146,91,133,110,110,133,121,82,160,110,33,29,47,36,32,44,34,0,50,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
2,9,New York New Haven & Hartford,889,1317,999,1009,769,3907,4452,2169,2179,4216,190,205,40,339,161,160,222,350,0,673,200,200,350,260,320,320,230,90,360,250,146,91,133,110,110,133,121,91,160,110,33,29,47,36,32,44,34,18,50,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
3,0,Pennsylvania,928,1551,999,1009,886,3962,4782,2169,2179,4381,190,205,40,339,161,160,222,350,0,673,200,200,350,260,320,320,230,90,390,250,146,91,133,110,110,133,121,91,176,110,0,0,0,0,0,0,0,0,55,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
3,1,Baltimore & Ohio,928,1551,1104,1114,886,3962,4782,2344,2354,4381,190,205,40,339,161,160,222,350,0,673,210,200,350,260,320,320,230,90,390,250,160,91,133,110,110,133,121,91,176,110,35,0,0,0,0,0,0,0,55,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
3,2,Chesapeake & Ohio,928,1631,1104,1114,1206,3962,4888,2344,2354,4805,190,205,40,339,161,160,222,350,0,673,210,200,400,260,320,320,230,90,390,250,160,91,146,110,110,133,121,91,176,110,35,0,53,0,0,0,0,0,55,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
3,3,New York Central,1208,1701,1104,1114,1206,4346,4984,2344,2354,4805,190,205,40,339,161,160,222,350,0,673,210,200,400,260,320,350,230,90,390,250,160,91,146,110,110,146,121,91,176,110,35,0,53,0,0,48,0,0,55,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
3,4,Nickel Plate,1208,1917,1104,1114,1260,4346,5296,2344,2354,4883,190,205,40,339,161,160,222,350,0,673,210,200,400,260,320,350,270,90,390,250,160,91,146,110,110,146,133,91,176,110,35,0,53,0,0,48,39,0,55,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
3,5,Erie,1244,1917,1248,1258,1260,4393,5296,2532,2542,4883,190,205,40,339,197,160,222,350,0,673,210,200,400,260,360,350,270,90,390,250,160,91,146,110,121,146,133,91,176,110,35,0,53,0,47,48,39,0,55,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
3,6,Wabash,1356,1917,1248,1258,1428,4549,5296,2532,2542,5117,190,205,40,339,197,160,222,350,0,333,210,200,400,260,360,350,270,90,390,280,160,91,146,110,121,146,133,91,176,121,35,0,53,0,47,48,39,0,55,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
3,7,Illinois Central,1644,1989,1248,1258,1428,4925,5390,2532,2542,5117,190,205,40,29,197,160,222,350,0,333,210,200,400,360,360,350,270,90,390,280,160,91,146,121,121,146,133,91,176,121,35,0,53,47,47,48,39,0,55,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
3,8,Boston & Maine,1724,2089,1248,1258,1448,5005,5490,2532,2542,5137,190,205,40,29,197,160,222,350,0,333,210,200,400,360,360,350,270,90,390,280,160,91,146,121,121,146,133,91,176,121,35,20,53,47,47,48,39,0,55,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
3,9,New York New Haven & Hartford,1724,2089,1248,1258,1588,5005,5490,2532,2542,5367,190,205,40,29,197,160,222,350,0,333,210,200,400,360,360,350,270,140,390,280,160,91,146,121,121,146,133,100,176,121,35,20,53,47,47,48,39,23,55,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
